"정류소번호","정류소명","X좌표","Y좌표"
"01120","광화문","126.9764107","37.57003982"
"01123","서울역사박물관.경교장.강북삼성병원","126.9713844","37.56993064"
"01124","광화문.금호아시아나본관앞","126.9731311","37.57020901"
"01125","광화문","126.9757675","37.57023908"
"01126","세종문화회관","126.9767122","37.57266095"
"01127","서울지방경찰청.경복궁역","126.9714955","37.57590104"
"01128","사직단","126.9680705","37.57494659"
"01129","광화문광화문빌딩","126.9768398","37.56969249"
"01130","덕성여중고","126.9819731","37.57573943"
"01131","안국역.종로경찰서.인사동","126.9840963","37.57597118"
"01132","국민은행세검정지점","126.960969","37.604688"
"01133","세검정초등학교","126.9612836","37.60248796"
"01134","세검정.상명대","126.9587715","37.60066502"
"01135","상명대입구.석파랑","126.958688","37.599605"
"01136","하림각","126.9618276","37.598269"
"01137","자하문터널입구.석파정","126.9637112","37.59558027"
"01138","부암동주민센터.무계원","126.964027","37.592874"
"01139","부암동주민센터.무계원","126.965131","37.59275754"
"01140","자하문터널입구.석파정","126.9638097","37.59559179"
"01141","하림각","126.9622117","37.59814363"
"01142","상명대입구.세검정교회","126.9592186","37.59955974"
"01143","세검정.상명대","126.958889","37.60061499"
"01144","세검정초등학교","126.9613311","37.60229124"
"01146","국민은행세검정지점","126.9611311","37.60470411"
"01148","승가사입구","126.9563453","37.61158733"
"01149","구기동현대빌라","126.9564726","37.61003593"
"01150","구기터널.삼성출판박물관","126.956184","37.60854039"
"01151","구기터널.삼성출판박물관","126.9564398","37.6083598"
"01152","구기동","126.9585968","37.60704451"
"01153","구기동","126.9590556","37.60695423"
"01154","승가사입구","126.9564593","37.61143992"
"01155","갑을씨티텔앞","126.9635571","37.60432366"
"01156","평창파출소","126.9660716","37.6052849"
"01157","평창동주민센터","126.9695658","37.60660852"
"01158","일성아파트","126.9729382","37.60880117"
"01159","롯데아파트","126.9764904","37.61039233"
"01160","롯데아파트","126.9760875","37.61009411"
"01161","벽산평창힐스아파트","126.9727677","37.60827711"
"01162","예능교회","126.9700287","37.60662695"
"01163","서울예술고등학교.평창동주민센터","126.9675555","37.60587045"
"01164","화정박물관","126.964752","37.60459289"
"01165","강북삼성병원","126.9687255","37.5680684"
"01167","독립문역.서대문형무소역사관","126.9593699","37.57315143"
"01168","서대문.서울시교육청","126.964432","37.5681995"
"01169","서대문역사거리.적십자병원","126.968441","37.56778008"
"01171","독립문","126.9614825","37.57111989"
"01172","창덕궁.서울돈화문국악당","126.9886004","37.57742132"
"01173","무교동","126.9802557","37.56914276"
"01174","청계1가.광교","126.9849079","37.56860788"
"01175","청계2가.수표교","126.990686","37.568322"
"01176","청계4가.세운교","126.9964925","37.56885763"
"01177","청계5가.광장시장","126.9998215","37.56937812"
"01198","원남동","126.9973383","37.57453251"
"01199","창덕궁.우리소리박물관","126.987876","37.57729098"
"01200","안국역.종로경찰서.인사동","126.9841842","37.57586565"
"01201","조계사","126.98307","37.57236082"
"01202","조계사","126.9828945","37.57248806"
"01203","안국동","126.9827837","37.57461265"
"01204","종로5가.효제동.김상옥의거터","127.0021112","37.57446367"
"01205","종로5가.효제초등학교","127.002028","37.57288183"
"01209","창덕궁.돈화문국악당","126.9910612","37.57747763"
"01212","종로5가","127.0020675","37.57055607"
"01213","청계6가.동대문시장","127.0028494","37.569752"
"01214","동대문","127.0085129","37.57178536"
"01215","충신동","127.006331","37.574106"
"01217","충신동","127.0062426","37.57440236"
"01218","현대그룹빌딩","127.0005179","37.5759191"
"01219","방송통신대.이화장","127.0022982","37.57812399"
"01220","혜화역.마로니에공원","127.0021325","37.58110688"
"01221","혜화역.서울대병원입구","127.0019211","37.58106212"
"01222","방송통신대.이화장","127.0020798","37.5781308"
"01223","이화동(이화장)","127.0007064","37.57605806"
"01224","창경궁.서울대학교병원","126.9967379","37.57881833"
"01225","이화동(이화장)","127.0032823","37.57603475"
"01226","혜화동로터리","127.0008281","37.58572598"
"01227","명륜동2가.성균관대입구","126.9992936","37.58340673"
"01228","혜화역.서울연극센터(장면총리가옥)","127.0014345","37.58403777"
"01229","혜화역.동성중고(장면총리가옥)","127.0015281","37.58454158"
"01231","종로구민회관.창신동두산아파트","127.0155868","37.57409223"
"01235","동묘역앞","127.0156382","37.57168703"
"01236","동묘역앞","127.0157698","37.57189158"
"01237","청계2가교차로","126.9878779","37.5684809"
"01238","창신3동주민센터","127.0151881","37.57877438"
"01239","숭인1동주민센터","127.0152404","37.57875171"
"01240","동묘역.롯데캐슬천지인","127.015664","37.57418192"
"01243","신설동로터리","127.0229469","37.57585614"
"01245","동묘앞","127.0178407","37.57368465"
"01246","구기동현대빌라","126.9565957","37.60964243"
"01247","광장시장","126.9978384","37.56950211"
"01249","혜화경찰서","126.997571","37.57258424"
"01250","서울역사박물관.김구집무실(경교장)","126.9721428","37.57002979"
"01251","청계3가.관수교","126.9937893","37.56860916"
"01252","청계6가.버들다리","127.0080442","37.56983829"
"01253","청계7가.맑은내다리","127.0129569","37.5699186"
"01254","청계8가.영도교","127.018274","37.57089463"
"01256","원남동사거리","126.9982124","37.57578617"
"01262","숭인동","127.0203787","37.57438126"
"01267","조계사","126.9830466","37.57279704"
"01272","세종문화회관","126.9766821","37.57334287"
"01277","이화동(이화장)","127.0029997","37.5761872"
"01278","상명대정문","126.9550659","37.60166612"
"01279","이북오도청","126.955893","37.61305175"
"01286","상명대입구.세검정교회","126.9597659","37.59939339"
"01287","상명대입구.석파랑","126.9583524","37.59976676"
"01288","종로중부새마을금고","127.0065017","37.57239261"
"01289","신설동로터리.신한은행앞.서울풍물시장","127.023202","37.57438854"
"01291","청계2가.삼일교","126.9872038","37.56827105"
"01292","청계8가.황학교","127.0227587","37.57202421"
"01293","평창동삼성아파트","126.9786583","37.61114471"
"01294","안국역.종로경찰서.인사동","126.985459","37.57644246"
"01295","안국역.종로경찰서.인사동","126.9848482","37.57631159"
"01297","남인사마당","126.9875497","37.5713121"
"01500","평창파출소","126.9668407","37.60565062"
"01501","삼청공원","126.9816831","37.58820522"
"01502","수성동계곡","126.9642468","37.58207926"
"01503","명륜3가종점","126.992862","37.59094741"
"01504","명륜새마을금고","126.996701","37.587775"
"01505","서대문3번출구","126.9661707","37.56638695"
"01506","낙산공원","127.0087267","37.5804315"
"01507","인사미술공간.세탁소","126.9893928","37.5814087"
"01508","화정박물관","126.9648999","37.60477714"
"01509","금융연수원","126.9816318","37.58659721"
"01510","박노수미술관","126.9666083","37.58102384"
"01511","샘미용실","126.9932462","37.59031994"
"01512","서울국제고등학교","126.9972253","37.58909477"
"01513","화정박물관","126.9652221","37.6050003"
"01514","적십자병원후문앞","126.9651082","37.56746105"
"01515","서울성곽.성대후문","126.9896242","37.58936828"
"01516","빨래터.고희동미술관","126.9893435","37.58265202"
"01517","세검초등학교","126.9613774","37.60421635"
"01518","삼청동주민센터","126.9819214","37.58426224"
"01519","통인시장","126.9687475","37.58045056"
"01520","양현관","126.9936156","37.58979638"
"01521","국민생활관","126.9988862","37.58982995"
"01522","오거리","126.9622896","37.60708503"
"01523","경희궁자이2.3단지","126.963958","37.56872813"
"01524","창신쌍용2단지.한성대후문","127.012764","37.581314"
"01525","통일부","126.9856444","37.58757377"
"01526","원서고개","126.9878078","37.58313929"
"01528","종로5가입구.혜화경찰서","126.9976354","37.57175197"
"01529","삼청파출소","126.9812527","37.58181295"
"01530","오거리.한옥마을입구","126.9695468","37.57949911"
"01531","명륜시장.성대후문","126.9952895","37.58852435"
"01532","혜화초등학교","126.9998817","37.58725861"
"01533","청련사입구","126.9624033","37.60802413"
"01534","영천시장","126.9627339","37.56993749"
"01535","명신초.삼선푸르지오.힐스테이트","127.0145303","37.58214747"
"01536","감사원","126.9853527","37.58630021"
"01537","중앙중고","126.9869646","37.58313014"
"01538","인왕빌딩","126.9576748","37.60787761"
"01539","종로4가.종묘공원","126.9933354","37.57053493"
"01540","국립민속박물관","126.9795529","37.57925522"
"01541","광화문새마을금고","126.971144","37.5794299"
"01542","새마을금고","126.996533","37.587764"
"01543","혜화우체국","127.000652","37.58606005"
"01544","언덕앞","126.9637502","37.60897784"
"01545","경희궁자이4단지","126.9620022","37.57062718"
"01546","종로센트레빌후문.e편한세상보문아파트","127.0161805","37.58181551"
"01547","사우디대사관앞.경남빌라","126.9850108","37.58410605"
"01548","안국선원.삼거리","126.9849937","37.58279098"
"01549","구기터널입구","126.9568023","37.60824748"
"01550","종로3가.1.3.5호선","126.9920673","37.5710577"
"01551","경복궁","126.9794156","37.57694919"
"01552","경복궁역","126.9723619","37.57669709"
"01553","소나무집","126.9641242","37.61133533"
"01554","독립문역3번출구","126.9596864","37.57284056"
"01555","청룡사.보문파크뷰자이아파트","127.0170513","37.58001947"
"01556","북촌한옥마을입구.정세권활동터","126.9849792","37.58159945"
"01557","종로1.2.3.4가동주민센터","126.9910279","37.5743637"
"01558","창덕궁","126.9905176","37.57606978"
"01561","아름다운실버","126.9654343","37.61202201"
"01562","독립문초등학교","126.9607061","37.57385981"
"01563","종로센트레빌아파트","127.0156407","37.58034969"
"01564","가회동주민센터","126.9849331","37.5799374"
"01565","문방구","126.9579492","37.6062969"
"01566","원남로터리","126.9973507","37.57622486"
"01567","보현산신각","126.9657637","37.61347641"
"01568","천사유치원","126.9618149","37.57467705"
"01569","쌍용아파트입구.창신역","127.0150007","37.58051063"
"01570","아름다운가게.정독도서관","126.9850932","37.57891938"
"01571","산정빌라","126.9574985","37.60515273"
"01572","이화사거리","127.0021147","37.57647127"
"01573","박종화고택입구","126.9676637","37.61433238"
"01574","무악현대아파트후문","126.9619725","37.57630822"
"01576","헌법재판소.안국역","126.9857196","37.57757327"
"01577","청구빌라","126.9569707","37.60461247"
"01578","서울대어린이병원응급실.갑상선센터","126.9994856","37.57815458"
"01580","화인빌라","126.9685484","37.61297509"
"01581","넓은마당","126.9628884","37.57527297"
"01582","창신초등학교","127.015387","37.57690312"
"01583","수운회관","126.9866595","37.57519246"
"01584","상명대후문","126.9573503","37.6040312"
"01586","힐탑","126.9690414","37.61163964"
"01587","신학대학교총회본부","126.9634435","37.57397598"
"01589","낙원상가","126.9874228","37.57372579"
"01590","완성빌라","126.9575212","37.60340672"
"01591","서울대병원장례식장","126.9974252","37.58053639"
"01592","혜화역1번출구","127.0017606","37.58343559"
"01593","감나무골공원","126.9699425","37.61240568"
"01594","한국사회과학자료원","126.9640915","37.57365155"
"01595","동묘역","127.0142449","37.5726953"
"01596","금강제화","126.98757","37.57055096"
"01597","경진빌라","126.9578485","37.60199096"
"01598","성균관대학교앞","126.9992644","37.58337953"
"01599","kt광화문지사","126.9772156","37.57190009"
"01607","EN갤러리","126.9706926","37.61344769"
"01667","종로문화센터","126.9645715","37.57466302"
"01682","동대문역.2번출구","127.0117451","37.57198805"
"01683","종각역YMCA","126.9853306","37.57027694"
"01684","서교빌라","126.9571666","37.60203769"
"01685","경복궁역","126.972396","37.57705527"
"01686","연건동","127.0007564","37.57606354"
"01697","성대입구","126.9989021","37.58323265"
"01698","무애사","126.9718335","37.61390077"
"01699","단군성전앞","126.9652997","37.57558773"
"01702","동대문종합시장","127.0062452","37.57116462"
"01714","상명초등학교","126.9566832","37.60093683"
"01720","법련사","126.9795903","37.57658927"
"01721","광화문새마을금고","126.9710253","37.57954714"
"01722","성균관대학교","126.9971587","37.58501732"
"01723","참샘골공원","126.9741219","37.61460832"
"01724","활터앞","126.9653646","37.57685248"
"01725","종로5가.3번출구","127.0019717","37.57142206"
"01727","인사동들머리.3.1독립선언터","126.9832651","37.57202968"
"01728","정독도서관","126.9800442","37.58021772"
"01729","오거리.한옥마을입구","126.9697374","37.57951132"
"01732","밀알기도원","126.9757357","37.61639742"
"01763","종로1가","126.9804547","37.570265"
"01776","종로도서관","126.9670812","37.57654334"
"01790","종로사우나","126.9875872","37.57374132"
"01791","엄마분식","126.9557385","37.60126624"
"01792","삼청파출소","126.9812398","37.58168273"
"01793","통인시장.종로구보건소","126.968674","37.58032702"
"01794","종로5가역","127.0000159","37.57077778"
"01795","평창공원지킴터입구","126.9770157","37.61727036"
"01796","배화여중고","126.9678404","37.57676539"
"01797","대학로입구.이화사거리","127.0025921","37.57608577"
"01798","운현궁","126.9868071","37.57523204"
"01799","상명대입구","126.9570083","37.6000343"
"01800","삼청동주민센터","126.982067","37.58470051"
"01801","박노수미술관","126.9669162","37.5810715"
"01802","김창열.윤명로화실","126.9783839","37.61634256"
"01803","사직동주민센터","126.9689265","37.57626303"
"01804","충신시장","127.0054957","37.57502156"
"01805","안국역2번출구앞","126.9860701","37.57715641"
"01807","금융연수원","126.9817788","37.58586652"
"01809","감람산기도원","126.9798977","37.61594859"
"01810","카센터.터널앞","126.9658959","37.57409154"
"01812","재동초등학교","126.9852803","37.57876787"
"01814","삼청공원삼거리.옥호정터","126.9817114","37.58741767"
"01815","이화사거리","127.0021613","37.57532444"
"01816","연화정사","126.9795064","37.61465067"
"01817","대신중고","126.9616841","37.57248345"
"01819","현대사거리","126.9866293","37.57927377"
"01820","교남동주민센터","126.9613244","37.57218653"
"01821","부암동주민센터.무계원","126.9639626","37.59297029"
"01823","형제봉입구","126.9816904","37.61286785"
"01824","교남동새마을금고","126.9623511","37.57154717"
"01825","창신초교","127.01556","37.57600289"
"01826","가회동주민센터","126.9850463","37.57994426"
"01827","볼링장","126.9879587","37.57928821"
"01829","부암슈퍼","126.9637118","37.59475041"
"01830","지구촌교회","126.9793714","37.61308365"
"01831","월암공원","126.9640609","37.57120167"
"01832","숭인1동주민센터","127.0154152","37.57740683"
"01833","북촌한옥마을입구.정세권활동터","126.9850874","37.58128235"
"01835","하림각","126.9629357","37.59766118"
"01836","보현빌라","126.9782677","37.61527342"
"01837","스위스대사관","126.9658537","37.57002014"
"01839","안국선원.삼거리","126.9851065","37.58274414"
"01840","세검정교회","126.9594376","37.59949975"
"01841","혜화동로터리","127.001025","37.585841"
"01842","김종영미술관","126.9781674","37.61328458"
"01843","서울시교육청","126.966867","37.569301"
"01844","창신쌍용1단지.종로센트레빌아파트","127.0155933","37.58032364"
"01845","사우디대사관","126.9851204","37.58386431"
"01846","상명대입구","126.9573863","37.5998416"
"01847","혜화초등학교","126.9999339","37.58737916"
"01848","북악파크","126.9778838","37.61096487"
"01849","강북삼성병원","126.9683774","37.56855092"
"01850","청룡사.보문파크뷰자이아파트","127.0170716","37.57980742"
"01851","감사원","126.9855847","37.58630026"
"01852","국민생활관","126.9992595","37.58961857"
"01853","귀빈예식장","126.9732873","37.60904692"
"01855","종로센트레빌후문.e편한세상보문아파트","127.0162427","37.58192679"
"01856","통일부","126.9862356","37.58750461"
"01858","서울국제고등학교","126.9971357","37.58907642"
"01860","성대후문.와룡공원","126.9898018","37.58904414"
"01861","상명초등학교","126.956804","37.60091032"
"01862","새마을금고","126.996591","37.587869"
"01863","경진빌라","126.9579113","37.60189002"
"01864","명륜시장.성대후문","126.9952574","37.5887412"
"01865","완성빌라","126.9576706","37.60334091"
"01866","양현관","126.9937845","37.58977769"
"01868","상명대후문","126.9574659","37.60407255"
"01869","샘미용실","126.9934322","37.59026509"
"01870","산정빌라","126.9575841","37.60528498"
"01872","문방구","126.9579562","37.60615702"
"01873","마트앞","126.9587519","37.60670367"
"01874","국민은행.세검정지점","126.9608712","37.60491058"
"01875","화정박물관","126.9656123","37.60496243"
"01876","혜화역4번출구","127.0015413","37.5834723"
"01877","방송통신대앞","127.0020673","37.57869836"
"01878","서울대치과대학","126.9977684","37.57739445"
"01879","효제초교.연동교회.김마리아활동터","127.002064","37.57364661"
"01881","성균관대학교","126.9900098","37.58846735"
"01882","독립문역","126.959303","37.57321672"
"01883","서울대치과대학","126.9978353","37.57755076"
"01886","이화사거리","127.0021044","37.57694962"
"01887","서울대학교병원현관.암병원현관","126.9981605","37.57896524"
"01888","종각.공평유적전시관","126.9830861","37.57159451"
"01889","조계사","126.9829895","37.57386103"
"01902","대학로","127.0020228","37.58188699"
"01903","창경궁","126.9965212","37.57916918"
"01904","창덕궁","126.990206","37.57743704"
"01905","인사동.북촌","126.9838224","37.57585495"
"01906","경복궁.국립민속박물관","126.979846","37.5801956"
"01907","세종문화회관","126.9767655","37.57113398"
"01910","통인시장","126.9713415","37.57912062"
"01911","세종문화회관","126.9767311","37.57210934"
"01912","종각역","126.9829141","37.56937833"
"01913","인사동.탑골공원","126.988798","37.57014462"
"01914","종묘.세운상가","126.9941937","37.5703916"
"01915","광장시장","126.9996619","37.57075889"
"01916","동묘.숭인동도깨비시장","127.0179931","37.57357278"
"01917","서울풍물시장","127.0232491","37.57334204"
"01918","청와대","126.9737047","37.58268388"
"02001","남대문세무서.서울백병원","126.987458","37.5649827"
"02002","서울백병원.국가인권위.안중근활동터","126.9878514","37.56435045"
"02003","서울역버스환승센터","126.972591","37.55503906"
"02004","서울역버스환승센터","126.9725522","37.55547764"
"02005","서울역버스환승센터","126.9725603","37.55537624"
"02006","서울역버스환승센터","126.9727727","37.55547526"
"02007","서울역버스환승센터.강우규의거터","126.9727727","37.5554664"
"02008","숭례문","126.9737883","37.55863332"
"02100","서울시청","126.980633","37.56606406"
"02101","만리동고개","126.9625261","37.55170287"
"02102","손기정체육공원입구","126.9662684","37.55438998"
"02103","서울의료보건고등학교서울역서부","126.9683795","37.5563011"
"02104","서울역서부","126.9691952","37.55631975"
"02105","서울역서부","126.9691859","37.55696436"
"02106","중림동교차로","126.9692102","37.55838734"
"02107","종근당.충정로역","126.96439","37.55961021"
"02108","한국경제신문사.서소문역사공원","126.9678362","37.56046067"
"02109","한국경제신문사서소문역사공원","126.9679823","37.56058349"
"02110","경찰청.동북아역사재단","126.969006","37.56299314"
"02113","서대문경찰서.농협은행.유관순활동터","126.9676563","37.56484788"
"02116","염천교","126.9733639","37.55983746"
"02117","숭례문","126.9732328","37.55801095"
"02118","숭례문.한국일보","126.9738535","37.55870646"
"02120","후암삼거리","126.976073","37.55332913"
"02121","숭례문","126.9742235","37.55884151"
"02122","숭례문","126.9740061","37.55859746"
"02123","숭례문","126.973524","37.55805813"
"02124","남대문시장악세사리전문상가","126.9759992","37.55857317"
"02125","숭례문남산방향","126.975803","37.55859067"
"02126","남대문시장","126.9800196","37.56132894"
"02127","북창동.남대문시장","126.9779335","37.56108129"
"02128","시청앞","126.9764872","37.56260691"
"02131","삼성본관앞","126.9760491","37.56201768"
"02132","시청앞","126.9763191","37.56272336"
"02133","서소문","126.9748279","37.56330546"
"02134","서소문","126.9753581","37.56364514"
"02135","시청.서소문청사","126.9749714","37.56349625"
"02137","서울신문사","126.9772705","37.56836368"
"02139","우리은행종로지점","126.9827971","37.56752226"
"02140","롯데백화점","126.9821793","37.56447124"
"02141","해운센터.롯데영프라자","126.9816645","37.56285872"
"02142","롯데영프라자","126.9819218","37.56300813"
"02144","신세계앞","126.981632","37.560919"
"02145","남대문시장.회현역","126.9800425","37.55949853"
"02146","남대문시장.회현역","126.9783475","37.55855865"
"02147","남산3호터널","126.9828004","37.55848656"
"02148","남산3호터널.서울애니메이션센터","126.9825662","37.5595072"
"02149","명동입구","126.9852258","37.56076734"
"02150","퇴계로2가.명동역","126.985717","37.56094"
"02151","퇴계로3가.한옥마을.한국의집","126.991731","37.56113348"
"02152","퇴계로3가.한옥마을.한국의집","126.9924905","37.56098999"
"02153","충무로역2번출구.대한극장앞","126.994883","37.56131968"
"02154","충무로역8번출구.대한극장앞","126.9965752","37.56187249"
"02155","초동","126.9930225","37.56333797"
"02156","을지로입구.로얄호텔","126.9853753","37.56598702"
"02157","을지로입구.시청입구","126.9811721","37.56606813"
"02158","을지로2가.기업은행본점.서울노동청","126.9865271","37.56617502"
"02159","을지로2가.파인에비뉴","126.9888222","37.5661216"
"02160","을지로3가","126.9903795","37.56631337"
"02161","을지로3가","126.9913175","37.56623363"
"02162","을지로4가","126.9962219","37.56660385"
"02163","을지로4가.베스트웨스턴국도","126.9968403","37.56649714"
"02164","중구청앞.덕수중학교","126.9982285","37.56477911"
"02165","을지로5가","126.9992631","37.5667551"
"02166","을지로5가.중부시장","127.001107","37.56672392"
"02167","방산시장.훈련원종합체육관","127.0022525","37.56795334"
"02168","을지로5가.훈련원종합체육관","127.0024218","37.56581687"
"02169","을지로6가.국립중앙의료원","127.0064075","37.56617947"
"02170","광희동","127.0072942","37.5650334"
"02171","광희동","127.0075739","37.56508379"
"02172","을지로6가.국립중앙의료원","127.0058283","37.56640642"
"02173","동대문역사문화공원","127.0084231","37.56731997"
"02174","동대문역사문화공원","127.0089802","37.56762557"
"02177","충무아트센터.스포츠센터.중부소방서","127.0140522","37.56515844"
"02178","충무아트센터.스포츠센터.중부소방서","127.0147221","37.56512145"
"02179","성동공업고등학교(무궁화회관)","127.0158931","37.56835631"
"02180","성동공업고등학교앞","127.0160142","37.56868774"
"02181","신당역.중앙시장앞","127.018745","37.56568518"
"02182","신당역.중앙시장앞","127.0194762","37.56558611"
"02183","성동고등학교","127.0220407","37.56551132"
"02184","성동고등학교","127.0225801","37.56528695"
"02187","신당동떡볶이타운.중구여성플라자","127.015142","37.56274933"
"02188","신당동떡볶이타운.중구여성플라자","127.0150783","37.56235115"
"02189","신당동.청구역","127.0131007","37.55899144"
"02190","신당동.청구역","127.0130812","37.55923872"
"02191","약수역2번출구.가온도서관","127.0111792","37.55596961"
"02192","약수역3번출구.약수하이츠","127.01125","37.55579466"
"02193","약수역4번출구.금호터널입구","127.0124236","37.55276596"
"02194","약수역5번출구.금호터널입구","127.0120112","37.55301126"
"02195","약수역8번출구.신당사회복지관","127.0099899","37.55385196"
"02196","약수역7번출구.약수동주민센터","127.0092201","37.55293541"
"02197","송도병원앞","127.0076565","37.55027259"
"02198","송도병원앞","127.0075034","37.55021868"
"02199","약수역1번출구","127.009602","37.55637304"
"02201","장충체육관앞","127.0077112","37.55840272"
"02202","장충체육관앞","127.007902","37.55808115"
"02203","장충동.동국대입구","127.0058094","37.56064722"
"02204","장충동.동국대입구","127.0056677","37.56065627"
"02205","퇴계로6가","127.0038946","37.56341884"
"02206","퇴계로6가","127.0032991","37.56343182"
"02207","퇴계로5가.제일병원","126.99993","37.56248011"
"02208","퇴계로5가","126.9999101","37.56262926"
"02209","국립극장.반얀트리호텔","127.000734","37.551223"
"02210","국립극장.반얀트리호텔","127.0010414","37.55161565"
"02211","청구역","127.0146421","37.5599363"
"02212","청구역","127.0142652","37.56000578"
"02213","동화동","127.0183294","37.55991519"
"02214","동화동","127.0182878","37.5598546"
"02215","백범광장","126.9801102","37.5556147"
"02218","남대문경찰서","126.9736348","37.55381915"
"02219","남대문시장앞.이회영활동터","126.9762193","37.56037765"
"02220","남산케이블카.남산산책로입구","126.9838859","37.55528501"
"02221","숭의여대","126.987406","37.55862038"
"02222","동대입구역.장충동","127.005433","37.55811924"
"02223","약수역10번출구","127.009201","37.55636809"
"02224","청계1가.광교","126.9836589","37.56858678"
"02225","청계2가.삼일교","126.9885302","37.568"
"02226","청계4가.배오개다리","126.9971441","37.56867761"
"02227","청계5가.방산시장","127.0006386","37.56925042"
"02228","청계6가.평화시장","127.0044818","37.569498"
"02229","청계7가.동평화.청평화시장","127.0138488","37.56962628"
"02230","청계8가.영도교","127.018747","37.57074699"
"02233","신한은행본점","126.9757104","37.56116507"
"02235","동대문역사문화공원","127.0091615","37.56552088"
"02236","버티고개","127.0060182","37.54784044"
"02237","버티고개","127.0057824","37.54769596"
"02240","청계3가.세운교","126.9937855","37.56836118"
"02241","청계6가.오간수교","127.009025","37.56960868"
"02242","충무로역.매일경제","126.9932423","37.56167918"
"02246","을지로입구역.광교","126.9826166","37.56755438"
"02252","신당파인힐하나유보라","127.0263049","37.5649352"
"02253","명동국민은행앞","126.9823844","37.56453883"
"02254","남산북측순환로입구","126.9988082","37.55069541"
"02255","신당동삼성아파트","127.0188187","37.55854303"
"02256","신당동대우푸르지오","127.0188856","37.55845685"
"02257","황학동주민센터","127.0235249","37.5668592"
"02258","신당초등학교앞","127.0239588","37.56453352"
"02259","금호베스트빌.래미안하이베르","127.0241114","37.56155246"
"02260","금호베스트빌.래미안하이베르","127.0242474","37.56222856"
"02261","신당초등학교","127.024189","37.56428733"
"02262","서대문경찰서.농협은행.유관순활동터","126.9673852","37.56522592"
"02269","교육연구정보원","126.9802378","37.5545554"
"02272","방산종합시장","127.0020488","37.56781113"
"02273","황학동롯데캐슬","127.022163","37.571708"
"02274","광희문.광희동사거리","127.0086314","37.56447743"
"02275","광희문.광희동사거리","127.0094022","37.56446506"
"02277","황학동롯데캐슬","127.0233572","37.5709473"
"02278","한국은행.신세계앞","126.9793091","37.5613424"
"02279","서울기동대.광희초등학교","127.0145779","37.56796267"
"02280","동대문디자인플라자","127.0120087","37.56786145"
"02281","서대문역사거리.농협중앙회","126.9687629","37.56782041"
"02282","서울스퀘어앞","126.9727847","37.5553185"
"02283","북창동.남대문시장","126.9769401","37.56080669"
"02284","힐튼호텔","126.976653","37.55620386"
"02285","힐튼호텔","126.9766122","37.5566056"
"02286","시청앞.덕수궁","126.9770031","37.56621596"
"02287","남대문세무서.국가인권위원회","126.9876802","37.56507984"
"02288","장충문화체육센터.권기옥활동터","127.002722","37.56018141"
"02289","남산1호터널","126.9922686","37.55741998"
"02501","약수역.3.6호선","127.0123678","37.55264611"
"02502","조선일보","126.976884","37.56884959"
"02503","시청역","126.9770214","37.56564001"
"02504","삼성본관앞","126.976218","37.56245975"
"02505","서울역","126.9715279","37.55823923"
"02506","숭례문앞","126.9765232","37.56270204"
"02507","프레스센터","126.9772623","37.56735756"
"02510","신당역하나은행","127.0216023","37.56546491"
